-7.39369e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.06436e-15,-3.21362e-15,-1.18318e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.37157e-15,-2.11676e-15,-3.38036e-15,-4.85052e-16,-5.68628e-18,-4.20111e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.29857e-15,-2.18005e-15,-2.14427e-15,-3.41447e-15,-1.0049e-15,-4.02109e-17,-3.05901e-19,-3.58996e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.12139e-15,-2.5911e-15,-2.20211e-15,-2.27708e-15,-3.28051e-15,-1.60454e-15,-1.34048e-16,-2.87239e-18,-1.73092e-20,-2.51356e-23,-4.00649e-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00602e-15,-2.80739e-15,-2.72506e-15,-2.18393e-15,-2.46492e-15,-3.01794e-15,-2.20451e-15,-3.14066e-16,-1.32196e-17,-1.93727e-19,-1.00806e-21,-1.65811e-24,-5.7712e-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00614e-15,-2.73007e-15,-2.88019e-15,-2.76246e-15,-2.14707e-15,-2.67419e-15,-2.69246e-15,-2.72742e-15,-5.95421e-16,-4.15045e-17,-1.12392e-18,-1.27191e-20,-5.98126e-23,-1.06816e-25,-5.65259e-29,-3.82088e-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.07711e-15,-2.53688e-15,-2.64999e-15,-2.89157e-15,-2.74368e-15,-2.12134e-15,-2.86698e-15,-2.37654e-15,-3.11011e-15,-9.75959e-16,-1.02169e-16,-4.43098e-18,-8.78387e-20,-8.23437e-22,-3.59563e-24,-6.80796e-27,-4.71801e-30,-7.74264e-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.13896e-15,-2.43358e-15,-2.40505e-15,-2.57431e-15,-2.89622e-15,-2.68755e-15,-2.12951e-15,-3.00646e-15,-2.13413e-15,-3.31418e-15,-1.43412e-15,-2.11944e-16,-1.3497e-17,-4.15294e-19,-6.51487e-21,-5.28962e-23,-2.1825e-25,-4.31725e-28,-3.61907e-31,-9.80719e-35,-3.64388e-39,0,0,0,0,0,0,0,0,0,0,0,0,0
1.14429e-15,-2.4836e-15,-2.39411e-15,-2.3355e-15,-2.53321e-15,-2.90516e-15,-2.60431e-15,-2.18477e-15,-3.06517e-15,-2.00883e-15,-3.33201e-15,-1.93089e-15,-3.86454e-16,-3.41197e-17,-1.50914e-18,-3.57245e-20,-4.66734e-22,-3.38279e-24,-1.33465e-26,-2.73145e-29,-2.63968e-32,-1.00081e-35,-9.51904e-40,0,0,0,0,0,0,0,0,0,0,0
1.10443e-15,-2.60145e-15,-2.56352e-15,-2.42352e-15,-2.30627e-15,-2.52395e-15,-2.91448e-15,-2.50404e-15,-2.28902e-15,-3.03145e-15,-2.01683e-15,-3.18711e-15,-2.41564e-15,-6.36095e-16,-7.47984e-17,-4.51253e-18,-1.50595e-19,-2.89517e-21,-3.26422e-23,-2.15773e-25,-8.21006e-28,-1.72659e-30,-1.86381e-33,-9.0236e-37,-1.48158e-40,-3.47507e-45,0,0,0,0,0,0,0,0
1.06477e-15,-2.66553e-15,-2.70398e-15,-2.65701e-15,-2.46716e-15,-2.29465e-15,-2.53992e-15,-2.91599e-15,-2.39955e-15,-2.43255e-15,-2.91241e-15,-2.14566e-15,-2.92869e-15,-2.83472e-15,-9.62092e-16,-1.46369e-16,-1.15979e-17,-5.20193e-19,-1.38515e-20,-2.2471e-22,-2.24371e-24,-1.37428e-26,-5.0747e-29,-1.09124e-31,-1.28723e-34,-7.5168e-38,-1.79317e-41,-1.11142e-45,0,0,0,0,0,0
1.05947e-15,-2.63062e-15,-2.68672e-15,-2.75239e-15,-2.7246e-15,-2.50097e-15,-2.2895e-15,-2.57565e-15,-2.90129e-15,-2.30611e-15,-2.59569e-15,-2.73259e-15,-2.3587e-15,-2.62155e-15,-3.1412e-15,-1.35378e-15,-2.60816e-16,-2.63918e-17,-1.53597e-18,-5.42352e-20,-1.19919e-21,-1.68865e-23,-1.52257e-25,-8.74599e-28,-3.14923e-30,-6.89883e-33,-8.75208e-36,-5.93162e-39,-1.86654e-42,-2.05323e-46,-3.31409e-51,0,0,0
