-3.69685e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40915e-15,3.22702e-15,6.75239e-16,2.15097e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.40842e-15,3.0424e-15,3.06157e-15,1.38507e-15,4.23943e-17,1.27091e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.21357e-15,2.53243e-15,3.00566e-15,2.78835e-15,2.07187e-15,1.68e-16,2.54623e-18,7.41375e-21,2.05132e-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04427e-15,2.3139e-15,2.37311e-15,3.0404e-15,2.48649e-15,2.66103e-15,4.07005e-16,1.47429e-17,1.53063e-19,4.38198e-22,2.41398e-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.91569e-16,2.41129e-15,2.23575e-15,2.34962e-15,3.08299e-15,2.21918e-15,3.08923e-15,7.64771e-16,5.05316e-17,1.13358e-18,9.26238e-21,2.6227e-23,2.05691e-26,1.95629e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.03985e-15,2.61051e-15,2.51089e-15,2.22775e-15,2.39329e-15,3.08979e-15,2.03901e-15,3.31926e-15,1.2225e-15,1.28434e-16,5.02036e-18,8.15484e-20,5.6432e-22,1.58563e-24,1.55036e-27,3.44841e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1139e-15,2.70971e-15,2.76102e-15,2.59408e-15,2.22119e-15,2.47897e-15,3.03755e-15,1.97805e-15,3.34673e-15,1.73974e-15,2.67982e-16,1.62095e-17,4.39546e-19,5.64887e-21,3.45881e-23,9.6633e-26,1.10003e-28,3.92061e-32,1.86567e-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.14708e-15,2.65854e-15,2.75092e-15,2.83173e-15,2.63176e-15,2.20908e-15,2.5918e-15,2.92154e-15,2.04223e-15,3.19999e-15,2.26109e-15,4.84801e-16,4.2135e-17,1.72164e-18,3.55618e-20,3.82303e-22,2.13078e-24,5.92696e-27,7.54419e-30,3.67031e-33,4.38183e-37,0,0,0,0,0,0,0,0,0,0,0,0,0
1.12526e-15,2.54512e-15,2.56845e-15,2.71279e-15,2.85807e-15,2.63213e-15,2.20005e-15,2.71574e-15,2.75408e-15,2.21129e-15,2.93368e-15,2.72607e-15,7.85593e-16,9.33445e-17,5.37636e-18,1.63304e-19,2.72953e-21,2.54848e-23,1.31834e-25,3.65434e-28,5.0675e-31,3.08399e-34,6.24775e-38,1.77924e-42,0,0,0,0,0,0,0,0,0,0
1.08199e-15,2.48441e-15,2.43353e-15,2.46722e-15,2.66409e-15,2.8679e-15,2.60443e-15,2.20542e-15,2.83167e-15,2.56102e-15,2.4443e-15,2.61765e-15,3.08029e-15,1.1643e-15,1.82639e-16,1.41572e-17,5.95609e-19,1.432e-20,2.01917e-22,1.6815e-24,8.18678e-27,2.2629e-29,3.35839e-32,2.42252e-35,7.02609e-39,5.22136e-43,0,0,0,0,0,0,0,0
1.05942e-15,2.5167e-15,2.46209e-15,2.38681e-15,2.39866e-15,2.63029e-15,2.87244e-15,2.55564e-15,2.23482e-15,2.9195e-15,2.37592e-15,2.68912e-15,2.32338e-15,3.28568e-15,1.60048e-15,3.23194e-16,3.26023e-17,1.82044e-18,5.96603e-20,1.18626e-21,1.45418e-23,1.10151e-25,5.09999e-28,1.40639e-30,2.20558e-33,1.81902e-36,6.87044e-40,8.96171e-44,1.69681e-48,0,0,0,0,0
1.07206e-15,2.59228e-15,2.59033e-15,2.51668e-15,2.3893e-15,2.36012e-15,2.61638e-15,2.87333e-15,2.49225e-15,2.29382e-15,2.96186e-15,2.23261e-15,2.8938e-15,2.11069e-15,3.32778e-15,2.06058e-15,5.25852e-16,6.73251e-17,4.83387e-18,2.07638e-19,5.54612e-21,9.41702e-23,1.02648e-24,7.17856e-27,3.18576e-29,8.76782e-32,1.43934e-34,1.3232e-37,6.13106e-41,1.17901e-44,5.9737e-49,0,0,0
1.10115e-15,2.63448e-15,2.67656e-15,2.67955e-15,2.5901e-15,2.41114e-15,2.34064e-15,2.62082e-15,2.86788e-15,2.42185e-15,2.38239e-15,2.94801e-15,2.15775e-15,3.01736e-15,2.01731e-15,3.21852e-15,2.50213e-15,7.96047e-16,1.26919e-16,1.14377e-17,6.25149e-19,2.16379e-20,4.87008e-22,7.23475e-24,7.13512e-26,4.66063e-28,1.99476e-30,5.48073e-33,9.35074e-36,9.40476e-39,5.13292e-42,1.31887e-45,1.19934e-49,1.61821e-54
1.11766e-15,2.61184e-15,2.64764e-15,2.70445e-15,2.73655e-15,2.65254e-15,2.43367e-15,2.33223e-15,2.64054e-15,2.85187e-15,2.35354e-15,2.49425e-15,2.87672e-15,2.16487e-15,3.03792e-15,2.05324e-15,2.99403e-15,2.88026e-15,1.13102e-15,2.21312e-16,2.45667e-17,1.66968e-18,7.28468e-20,2.10251e-21,4.08993e-23,5.41702e-25,4.9004e-27,3.01739e-29,1.25163e-31,3.43395e-34,6.05482e-37,6.56896e-40,4.10162e-43,1.32235e-46
1.10929e-15,2.55685e-15,2.55177e-15,2.59169e-15,2.68018e-15,2.75945e-15,2.69669e-15,2.44856e-15,2.33105e-15,2.67202e-15,2.82135e-15,2.29746e-15,2.61731e-15,2.75744e-15,2.25127e-15,2.95644e-15,2.20083e-15,2.70775e-15,3.15534e-15,1.51806e-15,3.60513e-16,4.85684e-17,4.03061e-18,2.1689e-19,7.82316e-21,1.93277e-22,3.31467e-24,3.9734e-26,3.33356e-28,1.9494e-30,7.8681e-33,2.15594e-35,3.91115e-38,4.52475e-41
